timestamp,open,high,low,close
1636934340,4627.349570306753,undefined,undefined,undefined
1636848000,4644.711091524745,4691.375724663525,4517.5268059588625,4627.197020076022
1636847940,4646.889057215584,undefined,undefined,undefined
1636761600,4667.465909505719,4704.32846796744,4588.161139881461,4647.2
1636761540,4672.180160824782,undefined,undefined,undefined
1636675200,4721.87,4806.600366464015,4511.9809332000605,4675.31599910018
1636675140,4724.195888995844,undefined,undefined,undefined
1636588800,4632.486098048668,4779.071689618614,4580.8811308239,4723.849265151405
1636588740,4638.533610242913,undefined,undefined,undefined
1636502400,4734.091714960123,4864.476780010037,4476.186895141813,4637.962459568996
1636502340,4734.069479655316,undefined,undefined,undefined
1636416000,4805.99,4834.45,4715.483996193734,4736.295720305589
1636415880,4811.9,undefined,undefined,undefined
1636329600,4620.81,4823.31,4620.28,4811.5
1636329480,4617.02,undefined,undefined,undefined
1636243200,4511.98,4638.22,4507.87,4614.02
1636243140,4523.16,undefined,undefined,undefined
1636156800,4475.88,4528.92,4340.91,4520.71
1636070400,4538.27,4571.87,4451.5,4481.52
1636070340,4537.15,undefined,undefined,undefined
1635984000,4605.6,4609.75,4425.94,4539.33
1635897600,4598,4664.78,4465.06,4606.07
1635811200,4324.21,4601.65,4289.01,4586.39
1635811140,4325.548484031913,undefined,undefined,undefined
1635724800,4295.35,4377.057021011002,4166.283329212807,4326.88
1635724740,4290.16,undefined,undefined,undefined
1635638400,4328.81,4395.1,4176.37,4288.647863307195
1635638340,4325.869542155477,undefined,undefined,undefined
1635552000,4426.66,4427.491984588295,4251.859043408258,4319.030758213976
1635551940,4415.685772670747,undefined,undefined,undefined
1635465600,4287.945607447652,4460.505640780439,4271.599874791511,4415.427223930739
1635465540,4288.010548173824,undefined,undefined,undefined
1635379200,3923.7357100727463,4292.487326799081,3903.4155618532495,4288.391931811509
1635379140,3929.019486885468,undefined,undefined,undefined
1635292800,4131.247953517975,4299.427443040211,3928.282848223703,3933.186228098768
1635292740,4130.616707901937,undefined,undefined,undefined
1635206400,4220.817103616245,4290.609696321353,4102.073667350008,4128.741989241185
1635206340,4221.14030130145,undefined,undefined,undefined
1635120000,4082.2778371118034,4235.553580951636,4070.2747512419214,4218.040204379123
1635119940,4084.045263849643,undefined,undefined,undefined
1635033600,4168.50777826765,4182.763791527628,3966.0987667119875,4085.6345668960826
1634947200,3971.504248808216,4171.180506999527,3942.7760292433372,4168.657314438635
1634947140,3969.9084473583457,undefined,undefined,undefined
1634860800,4053.9646712070535,4167.070824874695,3904.1140323832333,3969.754724736195
1634774400,4154.42,4373.64,4030.222101815128,4054.040389963486
1634774340,4162.26,undefined,undefined,undefined
1634688000,3887.87,4168.36,3831.13,4151.67
1634601600,3748.31,3884.22,3734.1899999999996,3878.25
1634601540,3747.912479035332,undefined,undefined,undefined
1634515200,3854.37,3890.971710272894,3699.03,3745.79
1634428800,3825.19,3918.2689717477897,3657.94,3845.27
1634428740,3828.4499039951393,undefined,undefined,undefined
1634342400,3868.7199999999993,3964.3735391501523,3804.041112928275,3831.4019107835625
1634342340,3864.4366854835785,undefined,undefined,undefined
1634256000,3791.66,3894.008262382306,3736.044234259391,3866.57
1634255940,3786.5294660374852,undefined,undefined,undefined
1634169600,3608.188717798269,3821.805012891714,3590.2101495358984,3788.22
1634083200,3490.6501048910145,3607.975058253676,3415.4673227830044,3605.726592398435
1633996800,3542.7012508188855,3542.7012508188855,3405.4417194530442,3491.2253809188715
1633996740,3543.538649678902,undefined,undefined,undefined
1633910400,3410,3621.684941519696,3381.67,3541.5088727293514
1633824000,3571.7,3602.17,3412.9,3420.37
1633737600,3556.25,3631.3999999999996,3545.62,3575.6300000000006
1633737540,3563.95,undefined,undefined,undefined
1633651200,3589.7400000000002,3669.5100000000007,3543.46,3562.18
1633651140,3588.51,undefined,undefined,undefined
1633564800,3573.84,3650.43,3478.08,3588.08
1633478400,3515.24,3623.0799999999995,3352.26,3578.8200000000006
1633392000,3385.32,3543.52,3366.0638312707197,3518.58
1633391940,3387.2,undefined,undefined,undefined
1633305600,3416.92,3437.7358911888555,3283.95,3378.14
1633305540,3418.914241966908,undefined,undefined,undefined
1633219200,3395.27,3487.66,3347.75151644405,3418.0900000000006
1633132800,3310.963182299544,3463.502800956336,3260.002353425993,3391.38
1633132740,3310.975368793566,undefined,undefined,undefined
1633046400,3000.4658983387417,3331.5460443227093,2974.233339875411,3309.5100376425
1632960000,2850.14,3046.1083030780314,2837.173295103117,3001.3666588007136
1632873600,2806.2695459220336,2945.2061647801493,2786.3224926336716,2848.6933877516276
1632787200,2925.7696065594496,2971.003727560695,2794.2317168447034,2804.3907741842313
1632700800,3061.9656624913473,3163.6949344394275,2931.6962258382664,2933.820490830925
1632614400,2924.08170851852,3114.9485770081433,2744.0672816629967,3060.543071030628
1632528000,2931.0372607018835,2967.89653367546,2815.9772656436626,2922.5723046649273
1632441600,3154.360772068745,3159.38278592565,2746.304506286134,2931.078624766718
1632355200,3078.323355703091,3174.2982995095267,3036.9646169074717,3156.9293131478476
1632268800,2779.85,3089.1163935011477,2744.65,3075.4662733368564
1632182400,2971.93,3095.03,2665.49,2749.37
1632182280,2972.12,undefined,undefined,undefined
1632096000,3343.34,3343.34,2935.11,2964.31
1632095880,3335.35,undefined,undefined,undefined
1632009600,3428.16,3450.95,3284.36,3326.13
1632009540,3429.0300000000007,undefined,undefined,undefined
1631923200,3392.96,3540.69,3372.13,3430.59
1631923080,3400,undefined,undefined,undefined
1631836800,3563.86,3588.84,3351.64,3392.65
1631836740,3570.3399999999997,undefined,undefined,undefined
1631750400,3615.65,3669.71,3489.07,3568.84
1631750280,3615.87,undefined,undefined,undefined
1631664000,3438.91,3599.99,3364.8,3596.7
1631577600,3280.73,3428.87,3276.66,3428.87
1631577540,3286.2,undefined,undefined,undefined
1631491200,3400.11,3428.95,3116.63,3286.07
1631404800,3263.8799999999997,3467.97,3233.23,3409.49
1631318400,3222.85,3345.1499999999996,3209.8000000000006,3267.34
1631318340,3209.8199999999997,undefined,undefined,undefined
1631232000,3426.51,3512.4419630497837,3153.1817439577694,3208.1616070742334
1631145600,3501.631765670125,3565.0984712235777,3400.535440594636,3428.190839815469
1631145540,3495.644455808885,undefined,undefined,undefined
1631059200,3434.0373846829584,3558.949312542073,3224.044239345054,3497.0382940657883
1630972800,3928.39445894073,3946.344748872844,3064.5030208185403,3427.4548149472284
1630886400,3952.15447882299,3969.6656572120314,3874.4337949783844,3929.8668475540403
1630800000,3845.3139762229816,3981.179329531893,3845.3139762229816,3953.294695482148
1630713600,3787.9891136677875,3977.191837837112,3712.1557061673107,3957.010863456215
1630627140,3789.6050157332397,undefined,undefined,undefined
1630540800,3823.9764216137387,3834.964417152135,3726.229120984399,3791.937293297241
1630454400,3406.227273299599,3838.3463606465575,3386.8714477767935,3838.3463606465575
1630368000,3227.239908228629,3469.45019278901,3195.770418662733,3431.9593383075057
1630367940,3227.4861964679017,undefined,undefined,undefined
1630281600,3228.658733998249,3346.608162739956,3146.6668985606675,3220.678911199816
1630281540,3224.610634003292,undefined,undefined,undefined
1630195200,3247.583009530734,3283.6404467457896,3157.958930273952,3223.8630120661314
1630195140,3243.964587850682,undefined,undefined,undefined
1630108800,3270.666681176265,3284.2362166110524,3212.4294749634323,3242.4331588309688
1630108740,3270.7790534071783,undefined,undefined,undefined
1630022400,3084.817942340545,3281.144062681497,3064.1896886814284,3266.0414951100424
1630022340,3098.870515661009,undefined,undefined,undefined
1629936000,3231.3135250448368,3247.3113734838016,3057.440630951674,3099.940678456867
1629849600,3177.16541061058,3248.08846843295,3083.5191308198832,3224.80084315883
1629849540,3171.2539216689856,undefined,undefined,undefined
1629763200,3325.1786494322564,3358.887428583717,3151.306571980372,3175.2241256398233
1629763140,3317.4881835759716,undefined,undefined,undefined
1629676800,3238.999045290467,3375.7580189200294,3233.074341131117,3316.9590430526023
1629590400,3224.0524288883166,3272.0315283566897,3134.7633328587717,3242.927802276576
1629590340,3225.1010276473844,undefined,undefined,undefined
1629504000,3285.493668833158,3307.8121371236884,3209.318751877722,3225.0286695759773
1629417600,3184.998503409503,3299.239505361528,3180.3657918934246,3285.954387054477
1629331200,3024.53,3186.4536551272777,2960.01,3184.627388461654
1629331140,3016.86,undefined,undefined,undefined
1629244800,3011.01,3125.79,2955,3018.58
1629244740,3013.81,undefined,undefined,undefined
1629158400,3144.49,3290.6572255555443,3000.54,3014.4899999999993
1629072000,3317.24,3336.4618233273213,3140.229797187378,3155.5
1629071940,3311.6474581800444,undefined,undefined,undefined
1628985600,3272.6877791147454,3321.7200000000003,3116.4100000000003,3309.872515238006
1628899200,3319.8172492519734,3328.7048221703194,3214.45,3266.733189842458
1628812800,3048.0692509121427,3327.77,3037.4455991463706,3324.685715981833
1628726400,3162.66129009663,3236.843288548302,2980.8496010599633,3041.1993855016353
1628640000,3141.682338364621,3269.6177441807677,3123.8731312426157,3163.3248278357455
1628553600,3150.6,3231.593061092097,3057.690362070391,3141.1676672794197
1628467200,3021,3186.4000000000005,2902.957968169914,3170.7
1628380800,3158.3,3186.1649999999995,2950.949,3010.3
1628294400,2891.1932377973944,3168.9859999999994,2868.80184926,3161.5767756416117
1628294340,2891.854080478904,undefined,undefined,undefined
1628208000,2829.048483072888,2944.688,2722.984,2891.359
1628121600,2727.4078131495626,2841.086928977618,2543.2452065111006,2827.702
1628035200,2512.638096994073,2765.892438462374,2463.122199956094,2724.8691853991513
1627948800,2607.414173261105,2629.6956399579944,2449.442426128161,2502.5
1627862400,2562.69,2664.885494591313,2513.9,2609.3999999999996
1627776000,2524.01,2697.12,2516.65,2561.51
1627775940,2536.04,undefined,undefined,undefined
1627689600,2453.930753674074,2552.32,2423.911008438247,2539.624295220281
1627603200,2386.87,2468.77,2319.402166529609,2467.626600060757
1627516800,2300.521332787003,2398,2273.4230437274246,2380.471189129675
1627430400,2300.6418371592904,2343.468825084629,2249.2107661802115,2296.4708214348225
1627344000,2228.519063846901,2318.7134770530843,2153.7560758936384,2299.4913095350557
1627257600,2192.9093564210693,2436.6940440821595,2177.1154913805267,2232.0829317214166
1627171200,2184.86,2196.995098488817,2110.03,2192.091392313512
1627084800,2113.34,2198.94,2108.07,2188.45
1627084740,2125.81,undefined,undefined,undefined
1626998400,2024.7499999999998,2130.18,1999.94,2126.86
1626912000,1993.4400000000003,2042.11,1955.36,2025.2700000000002
1626825600,1791.5800000000002,2023.230918638203,1757.9739020400143,1991.23
1626825540,1786.46,undefined,undefined,undefined
1626739200,1818.8980247707404,1837.38,1721.3134070257993,1787.6
1626739140,1818.44,undefined,undefined,undefined
1626652800,1889.0524842584505,1915.0300000000002,1806.57,1817.424580596197
1626652740,1891.46,undefined,undefined,undefined
1626566400,1900.0093048403517,1988.8586225755225,1881.93,1895.6573642070796
1626480000,1877.1800321006585,1917.0323740501408,1854.1704179030132,1898.380637569499
1626393600,1921.8790793988414,1959.6130577755396,1852.3591295580834,1879.0934965259028
1626307200,1994.2472409090426,2037.1550230855469,1883.0490681992346,1913.1708904779023
1626220800,1940.3789410867062,2017.775399186444,1868.8806902206372,1993.8641215422308
1626134400,2030.9373090250754,2040.8597659505724,1919.6069950323918,1939.0948967874165
1626048000,2139.16,2167.66,2007.8713619486825,2035.5887729119374
1625961600,2115.97,2172.14,2082.04,2139.58
1625875200,2147.1,2191.4,2083.31,2111.24
1625875080,2147.03,undefined,undefined,undefined
1625788800,2116.96,2185.05,2053.63,2153
1625702400,2316.82,2322.43,2085.48,2119.414561959876
1625616000,2317.8,2405.6,2298.48,2316.29
1625615940,2323.92,undefined,undefined,undefined
1625529600,2201.93,2346.76,2201.93,2329.2
1625529540,2197.34,undefined,undefined,undefined
1625443200,2317.36,2322.95,2165.17,2204.31
1625443140,2323.16,undefined,undefined,undefined
1625356800,2225.09,2385.76,2192.84,2322.07
1625356740,2225.95,undefined,undefined,undefined
1625270400,2159.59,2237.6210241353274,2115.9170212340155,2226.8165531744567
1625184000,2107.1780762722456,2157.2038214083523,2020.9749755450744,2156.03
1625097600,2276.454652261812,2276.454652261812,2079.1554232912863,2113.8092334426588
1625097540,2275.6285583960075,undefined,undefined,undefined
1625011200,2166.935246988732,2283.628446391182,2091.06,2273.54
1624924800,2083.55393099078,2241.6043155611424,2076.1870981627458,2160.3451796893446
1624838400,1983.3147620708844,2143.6242095791335,1963.776047126641,2080.239672069781
1624838340,1978.725255679549,undefined,undefined,undefined
1624752000,1830.6482698554478,1980.8823114594004,1810.670652406315,1976.6260819698405
1624665600,1809.536755472875,1849.3544319516188,1718.3188981046137,1829.1496953793699
1624579200,1989.1746857333203,2017.5525460351735,1792.3714100087134,1812.12645209121
1624492800,1972.6,2032.8233341445134,1886.8399999999997,1988.401665703302
1624492680,1967.68,undefined,undefined,undefined
1624406400,1871.62,2041,1825.37,1967.92
1624406340,1880.01,undefined,undefined,undefined
1624320000,1893.57,1994.1099999999997,1706.68,1874.7
1624233600,2257.07,2257.07,1865.02,1889.49
1624233540,2242.9,undefined,undefined,undefined
1624147200,2158.15,2273.64,2048.15,2242.29
1624147080,2174.57,undefined,undefined,undefined
1624060800,2225.42,2275.77,2166.48,2171.8
1624060740,2234.47,undefined,undefined,undefined
1623974400,2371.14,2377.42,2146.26,2228.62
1623974340,2370.22,undefined,undefined,undefined
1623888000,2367.73,2456.98,2308.27,2369.02
1623801600,2543.37232026788,2553.08,2353.51,2367.4
1623715200,2582.48351174172,2638.26,2514.11,2545.13
1623628800,2515.99,2604.018280095319,2470.59,2583.27
1623628740,2509.82,undefined,undefined,undefined
1623542400,2370.7244163315536,2548.410551575001,2311.868679762556,2509.26
1623456000,2354.813968328313,2447.568010857967,2261.86707542377,2367.97618080739
1623369600,2470.997378945105,2495.12396019085,2322.617204110257,2352.675589833701
1623283200,2610.6339384404746,2621.5144645105865,2433.3857468413585,2470.4736784482952
1623196800,2509.0481454222386,2623.7007639183257,2409.4014825151694,2607.626355089492
1623110400,2606.991436097317,2619.122388039417,2313.589174320377,2515.8341262355398
1623024000,2718.68,2846.796980367859,2576.207388924017,2587.1370179966284
1622937600,2629.885236139958,2743.8477902912437,2615.7400831226923,2713.0114882376297
1622851200,2690.896727759603,2816.0176831114086,2557.1389597260404,2628.0772306620715
1622764800,2856.0576878323773,2856.0576878323773,2558.291708108366,2685.9877830860205
1622678400,2706.64,2889.220875304005,2667.0534628187916,2852.8035058714017
1622592000,2643.82,2802.1021028153928,2559.49,2706.134441117451
1622591820,2633.74,undefined,undefined,undefined
1622505600,2726.78,2735.17,2530.89,2624.88
1622505480,2693.13,undefined,undefined,undefined
1622419200,2373.63,2713.94,2284.51,2698.91
1622419080,2392.82,undefined,undefined,undefined
1622332800,2284.03,2466.51,2190.48,2390.29
1622332740,2283.55,undefined,undefined,undefined
1622246400,2406.28,2564.12,2210,2278.44
1622246340,2408.55,undefined,undefined,undefined
1622160000,2730.02,2756.99,2340.27,2419.54
1622073600,2873.66,2877.3015706266883,2642.11,2736.78
1622073540,2889.8399999999997,undefined,undefined,undefined
1621987200,2704.02,2910.16,2651.23,2884.0599999999995
1621987140,2707.56,undefined,undefined,undefined
1621900800,2635.6,2750.629287173198,2394.48,2697.210169779993
1621814400,2115.75,2665.32,2085.95,2646.53
1621814340,2107.812866553292,undefined,undefined,undefined
1621728000,2289.32,2381.442496544678,1736.8336199062408,2113.1531613649718
1621641600,2441.27,2483.825547232271,2166.67,2294.348712251491
1621555200,2774.514775741053,2939.0062053806905,2105.59,2431.6185171279626
1621468800,2442.614147126982,2998.48,2170.72,2787.793510021464
1621382400,3386.3124927371355,3441.523802462365,1955.7116407948097,2461.2370543479888
1621296000,3283.29,3565.199168159285,3245.65185490437,3379.6499481592678
1621209600,3588.29,3588.29,3121.499828411196,3285.072792384807
1621123200,3627.19,3877.02,3354.66,3587.39
1621123140,3642.2800000000007,undefined,undefined,undefined
1621036800,4094.9900000000002,4130.56,3642.02,3647.6
1621036740,4083.78,undefined,undefined,undefined
1620950400,3708.95,4174.59,3701.258493158776,4079.28
1620950340,3715.0100000000007,undefined,undefined,undefined
1620864000,3825,4044.97,3550.14,3720.19
1620777600,4172.33,4374.321476026522,3761.12,3761.12
1620691200,3946.9600000000005,4182.19,3786.0232169383244,4173.497970872565
1620604800,3922.96,4204.54,3713.92,3951.4406169237072
1620604740,3933.1307575748347,undefined,undefined,undefined
1620518400,3917.2352494166735,3980.8856285521933,3738.765674540894,3934.95614314839
1620432000,3484.200222728871,3955.9949013347637,3455.325603011276,3908.6701243650214
1620345600,3492.459978134096,3591.635184416719,3369.305742851913,3488.241248152361
1620259200,3529.0703822656956,3602.107328497409,3390.1100000000006,3492.588089212602
1620172800,3240.640744598555,3548.294447457023,3210.242921439364,3528.5299999999997
1620086400,3432.945037039985,3528.5204641973487,3174.7993031598003,3252.3189114580646
1620000000,2951.6863803228102,3453.645618025468,2951.6863803228102,3432.64
1619913600,2948.92,2985.2199999999993,2860.3,2952.99
1619913540,2948.2097674002025,undefined,undefined,undefined
1619827200,2776.4438924203214,2954.9,2759.5,2949.8731217138156
1619740800,2758.439058789445,2797.7374490012285,2728.1840709117087,2775.736160926577
1619654400,2750.2618251777885,2799.9999999999995,2673.236140485047,2758.84
1619568000,2667.8621721579093,2760.9581249902135,2565.208443144954,2749.038476734195
1619481600,2534,2680.193671103278,2485.76,2666.573549723548
1619395200,2318.42,2538.65,2306.43,2538.65
1619395080,2322.16,undefined,undefined,undefined
1619308800,2231,2357.68,2172.33,2317.41
1619308740,2216.15,undefined,undefined,undefined
1619222400,2357.94,2357.94,2167.31,2213.8
1619222340,2366.24,undefined,undefined,undefined
1619136000,2414.92,2436.85,2115.91,2371.15
1619049600,2370.46,2642.74,2316.47,2402.23
1618963200,2343.28,2469.01,2238.41,2366.5319480855896
1618963140,2332.6,undefined,undefined,undefined
1618876800,2170.81,2348,2056.17,2328.6
1618876740,2163.82,undefined,undefined,undefined
1618790400,2250.23,2281.270489863716,2081.441336931174,2168.9643038413524
1618790340,2242.714991983891,undefined,undefined,undefined
1618704000,2326.18,2340.135861068525,1982.879806629287,2240.94
1618703940,2317.0396813476636,undefined,undefined,undefined
1618617600,2421.891770182209,2495.388758488322,2317.9763485269686,2318.4813512103606
1618531200,2516.645382364011,2545.7965853361834,2319.7450525075537,2427.1
1618444800,2431.9955430449586,2544.9900985384206,2403.759896391722,2517.9425059972373
1618358400,2301.245808351661,2446.2022228973547,2283.531197807622,2431.394538125541
1618272000,2138.345296465069,2315.975250003453,2136.83077521727,2298.8494947402737
1618185600,2150.54,2198.947036726137,2106.246000847391,2138.499081408773
1618185420,2150.41,undefined,undefined,undefined
1618099200,2132.08,2161.9,2113.15,2149.18
1618099140,2133.72,undefined,undefined,undefined
1618012800,2066.74,2194.35,2058.44,2132.99
1617926400,2079.0553381705013,2099.9,2051.06,2067.34
1617926340,2081.29,undefined,undefined,undefined
1617840000,1967.4999999999998,2084.26,1953.4199999999998,2078.586152538917
1617839940,1964.23,undefined,undefined,undefined
1617753600,2113,2128.05,1938.31,1968.69
1617667200,2115.97,2150.9860615014695,2049.41,2113
1617667140,2105.82,undefined,undefined,undefined
1617580800,2078.46,2127.9173348954164,2005.4445433625935,2102.98
1617580740,2076.98,undefined,undefined,undefined
1617494400,2008.9328414428223,2092.482165723975,1982.7245941065712,2077.531947205669
1617408000,2134.347459740499,2137.304722446728,2005.8657780008036,2011.2691881524547
1617321600,1968.1301357951293,2143.4909753041525,1950.8625585724612,2135.380161930241
1617235200,1919.7174343847973,1981.1200814035585,1889.8568758840163,1968.1535944559425
1617148800,1841.6067525546478,1947.548387809389,1775.070573261893,1915.5129106792074
1617062400,1822.18,1859.2208711158603,1787.2816728195985,1841.0797878260737
1616976000,1684.07,1838.8755271335172,1676.5,1816.9758420946964
1616975940,1687.19,undefined,undefined,undefined
1616889600,1713.88,1724.1999999999998,1662.13,1685.19
1616803200,1700.1,1729.79,1669.49,1713.88
1616716800,1587.08,1700.33,1587.08,1700.33
1616630400,1581.79,1621.18,1549.94,1588.52
1616630340,1584.58,undefined,undefined,undefined
1616544000,1672.54,1738.04,1555.39,1584.77
1616543940,1671.8999999999999,undefined,undefined,undefined
1616457600,1683.53,1721.3800000000003,1654.1,1669.9600000000003
1616371200,1784,1805.6,1657.24,1684.2700000000002
1616284800,1801.1500000000003,1816.8319063590436,1748.26,1784.79
1616198400,1808.8599999999997,1867,1801.2099999999998,1805.1099999999997
1616198340,1810.29,undefined,undefined,undefined
1616112000,1776.56,1840.42,1735.81,1809.84
1616025600,1829.11,1848.4696614889094,1761.42,1776.6748294320853
1615939200,1812,1839.39,1746.0464638673739,1825.0774514360066
1615852800,1795.3818350516844,1818.5539732564432,1715.0338108140056,1805.3700403667806
1615766400,1848.412960628658,1890,1744.6482362375136,1790
1615704540,1891.4406692701903,undefined,undefined,undefined
1615680000,1891.4406692701903,1906.5638171486016,1839.224768391983,1851.574586499726
1615593600,1767.79,1943.55,1731.33,1909.62
1615507200,1833.58,1835.66,1722.4099999999999,1773.24
1615507020,1827.0399999999997,undefined,undefined,undefined
1615420800,1778.04,1845.65,1729.13,1825.33
1615334400,1876.53,1877.27,1759.4,1800
1615334340,1871.99,undefined,undefined,undefined
1615248000,1839.01,1869.13,1806.29,1868.38
1615161600,1739.33,1838.96,1670.8499999999997,1831.15
1615161540,1724.79,undefined,undefined,undefined
1615075200,1658.68,1730.94,1635.37,1721.56
1615075140,1651.6600000000003,undefined,undefined,undefined
1614988800,1534.82,1670.8,1516.35,1656.7799999999997
1614902400,1540.86,1549.4225486639746,1444.3,1532.51
1614902340,1539.69,undefined,undefined,undefined
1614816000,1563.6199999999997,1624.52,1505.32,1540.56
1614815940,1567.86,undefined,undefined,undefined
1614729600,1485.04,1656.8254682416234,1477.78,1575.2055072357946
1614729540,1493.3859657685434,undefined,undefined,undefined
1614643200,1572.9,1603.61,1458.86,1492.9500178610376
1614556800,1422.393761491446,1573.7633582404264,1414.047295436966,1571.7443352878615
1614470400,1460.4259366288877,1470.1602096868548,1294.6928298208004,1417.325372655754
1614384000,1445.2390501886928,1526.806130990671,1429.4350390057114,1461.523550471869
1614297600,1482.518680921737,1563.92,1401.5429082342832,1443.2092786617204
1614211200,1625.3,1672.35490294052,1458.8281538267768,1467.0558429534485
1614124800,1585,1712.0000000000002,1505.3257260732084,1629.4133295907325
1614038400,1779.68,1780.3009592001456,1366.5279050523918,1572.3
1614038340,1778.3876222515905,undefined,undefined,undefined
1613952000,1937.3900000000003,1937.3900000000003,1527.08,1780.7841815148968
1613865600,1914.61,1975.5437697457307,1886.66,1935.8099999999997
1613779200,1957.1752757003962,2037.8320606455459,1816.475900623739,1917.954915926294
1613692800,1939.3249113330376,1974.4000000000003,1892.922202999974,1958.076242297333
1613606400,1850.82886525036,1950,1850.82886525036,1934.1429030345491
1613520000,1785.674192597742,1855.053891819997,1735.4955583030082,1851.1429900491366
1613433600,1776.8436718477299,1825.9233853384267,1732.331898416748,1781.0339453198187
1613347200,1806.9228220923662,1836.0413174140328,1664.856454357139,1783.525598960508
1613347140,1803.6695946757604,undefined,undefined,undefined
1613260800,1817.838911176603,1851.459850338844,1788.3160022924985,1804.7326444251012
1613174400,1848.6449277674985,1873.3349678158925,1767.1259287574599,1816.282189001554
1613088000,1789.6024423417005,1865.3173579961901,1741.4456239884876,1845.3349152992855
1613001600,1747.2507702313453,1816.2562791098892,1708.371139046729,1785.8200727756212
1613001540,1744.5426480586837,undefined,undefined,undefined
1612915200,1774.8366927671232,1836.622074878092,1685.748863476109,1745.12709152126
1612915140,1771.6096188214826,undefined,undefined,undefined
1612828800,1756.378719212651,1821.842438721428,1712.044056157375,1770.9009563797829
1612828740,1752.5997492342551,undefined,undefined,undefined
1612742400,1606.9208083637752,1777.0659334637244,1569.909113431517,1753.086423799146
1612742340,1616.3892045653308,undefined,undefined,undefined
1612656000,1675.0646820694192,1693.6576592320096,1495.878417025249,1616.6576945417728
1612655940,1679.4318884478348,undefined,undefined,undefined
1612569600,1723.176872362099,1743.4104239301055,1649.868682191552,1680.3847768204691
1612569540,1723.18242418671,undefined,undefined,undefined
1612483200,1605.8287640348658,1760.8876907910326,1593.963797459217,1720.3566295500277
1612483140,1597.3618784806652,undefined,undefined,undefined
1612396800,1666.6615034416482,1695.2807824903282,1561.2243957216986,1597.9376353591804
1612310820,1521.4284311154506,undefined,undefined,undefined
1612310400,1521.4284311154506,1669.4591370661126,1511.3476995367578,1664.6992660495073
1612224000,1387.2791592524206,1545.9258549078866,1364.704687448907,1516.8926276060995
1612137600,1282.8831690072193,1376.6385585988137,1274.8008181943944,1367.9106594278915
1612137540,1313.5761976343476,undefined,undefined,undefined
1612051200,1373.3715042344384,1379.8924514938524,1284.6298515958686,1314.1780163904357
1611964800,1405.433938811217,1405.433938811217,1327.204877577232,1378.101978878126
1611964740,1383.0025648064109,undefined,undefined,undefined
1611878400,1339.5334219899137,1434.373035314752,1291.9667811877785,1381.440138771423
1611878340,1331.1375107659549,undefined,undefined,undefined
1611792000,1247.6570474135847,1359.422652944191,1223.0013560357763,1335.0917823851412
1611791940,1248.168542023762,undefined,undefined,undefined
1611705600,1366.98268927978,1366.98268927978,1212.4342800363509,1251.1425276046234
1611705540,1364.5440038722325,undefined,undefined,undefined
1611619200,1316.3209978875627,1374.7818929355803,1250.445679945742,1353.981179084243
1611619140,1319.681655272209,undefined,undefined,undefined
